,device_id,gender,age,group,phone_brand,device_model
4190,-5598320326073454024,M,56,M39+,OPPO,R1S
4191,-5600625084777450138,F,56,F43+,vivo,X1
4192,1280409920616532170,M,61,M39+,华为,荣耀畅玩4X
4193,-6085537996045410185,M,61,M39+,OPPO,U701
4194,-1743550340024440558,M,61,M39+,三星,Galaxy Note 3
4195,-6798190695210448030,M,61,M39+,三星,Galaxy Note 3
4196,3931591435720953390,M,61,M39+,三星,Galaxy Note 3
4197,7507162320888682865,M,61,M39+,三星,Galaxy Note 3
4198,5017907499551401061,M,61,M39+,三星,Galaxy Note 3
4199,-3823577864891884134,M,61,M39+,三星,Galaxy Note 3
4200,-4481137610089852598,F,32,F29-32,联想,S870e
4201,8629964062672540319,M,31,M29-31,联想,A360e
4202,-6525559535772158651,F,63,F43+,三星,Galaxy Mega Plus
4203,-2023027839094721173,F,43,F43+,金立,V183
4204,-6319354096203483123,F,43,F43+,索尼,Xperia Z3
4205,5451643869371554165,F,55,F43+,三星,Galaxy Win
4206,-3038247069595550457,F,58,F43+,三星,Galaxy S4
4207,2224196342493467544,M,57,M39+,三星,Galaxy Note
4208,-6209930919722754455,M,58,M39+,华为,P8max
4209,-2817373950242167746,M,57,M39+,小米,MI 3
4210,-1541710600671921829,F,58,F43+,小米,MI 4
4211,170012947708351438,F,32,F29-32,华为,Mate 8
4212,6830401876868326042,F,34,F33-42,华为,荣耀3C
4213,6680733433660484915,M,34,M32-38,小米,MI 2S
4214,-8141562064799954539,F,55,F43+,华为,荣耀畅玩4X
4215,5454789504599154272,F,55,F43+,魅族,MX4
4216,619013479347053714,F,55,F43+,联想,黄金斗士Note8
4217,-1710849051588831680,F,55,F43+,三星,Galaxy Note 2
4218,-6544843111653756072,F,37,F33-42,三星,Galaxy S4
4219,2341139469881549039,M,62,M39+,海信,E621T
4220,-1030254596558002360,F,37,F33-42,vivo,X710L
4221,4845624772175534538,F,37,F33-42,vivo,X710L
4222,-6398939168659533923,M,40,M39+,酷派,5216D
4223,4065972325485188091,F,54,F43+,小米,红米note
4224,-2668726433400797686,M,51,M39+,三星,Galaxy S3 Neo+
4225,-2667442407284428,F,37,F33-42,华为,Y600D
4226,-2549752815300777463,F,39,F33-42,小米,红米1S
4227,-4430905109003459504,M,35,M32-38,朵唯,S2y
4228,9013499565257559762,F,37,F33-42,小米,MI 2S
4229,-5987329155899214997,F,63,F43+,小米,红米1S
4230,3249132984293497376,M,27,M27-28,三星,Galaxy Note 3
4231,-7750908690732117629,F,63,F43+,华为,G730-U00
4232,-3748455019253380033,F,27,F27-28,酷派,5951
4233,40494459508190091,F,27,F27-28,HTC,Desire 7088
4234,-1750587505744339316,F,27,F27-28,HTC,Desire 7088
4235,-6449909013158568032,M,58,M39+,三星,Galaxy Core Max
4236,-1555689329245229297,M,58,M39+,三星,Galaxy Core Max
4237,-2561123610960270703,M,27,M27-28,OPPO,R819T
4238,7229440290164275654,F,17,F23-,vivo,X6 D
4239,6370911384001024596,F,34,F33-42,华为,荣耀6
4240,-48852630650028204,F,34,F33-42,华为,荣耀6
4241,-3702564922673601874,F,37,F33-42,三星,Galaxy Ace Plus
4242,-6792360464777090723,F,60,F43+,小米,MI 3
4243,-4212854704883642594,M,58,M39+,小米,MI 2S
4244,3349377112239744078,M,23,M23-26,小米,红米note
4245,-5157767662814164800,M,34,M32-38,HTC,One S
4246,8316170269384993017,M,37,M32-38,小米,MI 4
4247,-2853075478782719564,M,37,M32-38,小米,MI 4
4248,6454014287679011017,F,40,F33-42,vivo,S9
4249,4160253607762158598,M,49,M39+,华为,A199
4250,-6505221489711057205,F,36,F33-42,华为,荣耀3C
4251,-6059921653398314632,M,43,M39+,小米,MI 2S
4252,6076774756356111255,M,46,M39+,华为,X1 7.0
4253,5955738690007774041,M,26,M23-26,三星,Galaxy Note 2
4254,3448294182666805422,M,54,M39+,联想,Vibe Shot
4255,-5909063865928175415,M,54,M39+,联想,Vibe Shot
4256,-1067458577347793821,M,54,M39+,联想,Vibe Shot
4257,6056747062236010839,M,62,M39+,魅族,MX3
4258,-1189971775742009479,F,43,F43+,小米,MI 3
4259,4916270212820228355,F,34,F33-42,魅族,MX3
4260,6308955416020571428,F,34,F33-42,魅族,MX3
4261,34307547843249796,F,34,F33-42,朵唯,D350
4262,4858543109978340085,F,34,F33-42,魅族,MX3
4263,4053171420582749796,F,34,F33-42,魅族,MX3
4264,4802540308527781419,F,34,F33-42,魅族,MX3
4265,-3107436034028957529,M,43,M39+,OPPO,R1
4266,1341719480147495945,F,28,F27-28,小米,MI 3
4267,-571679875165581266,M,61,M39+,三星,Galaxy S3
4268,2836665349778778430,F,43,F43+,华为,G610T
4269,-1234168978222640258,F,29,F29-32,魅族,魅蓝Note 2
4270,-24096626028753480,M,37,M32-38,小米,红米note
4271,-6756007935873256559,M,45,M39+,华为,Y220T
4272,6953587365956562481,F,45,F43+,三星,Galaxy Note 3
4273,-5515403675420098777,F,45,F43+,三星,Galaxy Note 3
4274,6119945468610441272,M,29,M29-31,三星,Galaxy Note 4
4275,-8915597671802094615,M,35,M32-38,华为,荣耀6 Plus
4276,7190115823199946451,F,53,F43+,华为,Y511-U00
4277,6323842123539922140,F,45,F43+,小米,MI 2S
4278,4799566021788380623,M,43,M39+,三星,Galaxy Trend 3
4279,-9007032968421194490,M,45,M39+,OPPO,Find 5
4280,-3403801770192455359,F,53,F43+,HTC,One M8
4281,-3166712825192649371,F,37,F33-42,HTC,Desire 820
4282,-7714630067332298822,F,53,F43+,三星,Galaxy Note 2
4283,6072090942508265113,F,33,F33-42,小米,红米1S
4284,-1469266648878750715,F,53,F43+,三星,W2014
4285,7763520847098614954,F,53,F43+,小米,MI 3
4286,5365563164395262868,M,66,M39+,vivo,X5Max
4287,-5647032919397604538,M,29,M29-31,三星,Galaxy S3
4288,-9158024450736052618,M,33,M32-38,三星,Galaxy Mega 5.8
4289,-5524971331770502565,M,26,M23-26,小米,MI One Plus
4290,-5228155830324634132,M,52,M39+,华为,荣耀6
4291,3155652797023269190,F,37,F33-42,索尼,Xperia Z
4292,6378308049969708939,M,23,M23-26,三星,Galaxy Trend DUOS 2
4293,-8369643604955139008,F,38,F33-42,vivo,X5V
4294,3673102018359683862,F,29,F29-32,三星,Galaxy S5
4295,3070789808207130758,F,29,F29-32,三星,Galaxy S5
4296,-6947727956593143636,F,29,F29-32,三星,Galaxy S5
4297,-8430395688392021191,F,29,F29-32,三星,Galaxy S5
4298,1076656245704599082,F,29,F29-32,三星,Galaxy S5
4299,4045710619136693231,F,29,F29-32,三星,Galaxy S5
4300,3641052928354760270,F,29,F29-32,三星,Galaxy S2
4301,-7810727818748207762,F,56,F43+,小米,MI 2S
4302,-558927496229367597,F,45,F43+,华为,荣耀3C
4303,7047339239988236192,M,61,M39+,小米,红米2
4304,7350877122480824282,M,18,M22-,OPPO,R813T
4305,3151161157054330922,F,26,F24-26,三星,Galaxy A7
4306,-6935430857424377991,M,29,M29-31,海信,E912S
4307,9087268441998939346,M,29,M29-31,三星,Galaxy Note 2
4308,8686488919160645539,M,37,M32-38,小米,红米note
4309,-5859375643235630575,F,37,F33-42,小米,MI 4
4310,-518359373389578639,M,50,M39+,小米,红米
4311,-2336035339700120509,F,40,F33-42,HTC,Butterfly s
4312,-5051284655312998061,M,32,M32-38,联想,A850
4313,-1964384898333944944,M,40,M39+,三星,Galaxy S6
4314,2130136452200344663,F,40,F33-42,酷派,8295c
4315,3741849707454008999,F,40,F33-42,酷派,8295c
4316,1748148136102536545,M,40,M39+,小米,MI 3
4317,-1155593895976829264,M,29,M29-31,三星,Galaxy Mega 5.8
4318,-8327435162076912767,F,29,F29-32,vivo,Y23L
4319,-2640978126387958865,M,40,M39+,三星,Galaxy S4
4320,-3048233879774409231,M,25,M23-26,三星,Galaxy S4
4321,8350281249517215505,F,29,F29-32,小米,MI 3
4322,2794290030036440282,F,42,F33-42,联想,A820
4323,-266460320623724967,M,33,M32-38,小米,红米1S
4324,-7120729134105198927,F,62,F43+,三星,Galaxy Note Edge
4325,8866998363978165849,F,62,F43+,小米,红米
4326,-6136065431474201098,M,61,M39+,小米,MI One Plus
4327,-865613439656737333,F,57,F43+,华为,荣耀6
4328,-1474976378266851901,F,57,F43+,华为,荣耀6
4329,-1002079624347534227,F,40,F33-42,vivo,X3T
4330,5088018090109161004,F,42,F33-42,华为,Y511-T00
4331,-8556477059404805967,M,49,M39+,小米,MI 4
4332,-1406010793683622215,F,42,F33-42,酷派,F2
4333,-4045832947911444391,M,40,M39+,vivo,Y13
4334,-8901849078226619430,F,61,F43+,OPPO,R3
4335,-4418986666985290634,F,49,F43+,三星,Galaxy S4
4336,-4486985811197200038,F,49,F43+,vivo,Y11IT
4337,2103943646643042487,F,61,F43+,酷派,7295
4338,6346923771124334911,M,38,M32-38,华为,C8816
4339,7704692185096332514,M,38,M32-38,华为,C8816
4340,-4386957416838934991,F,40,F33-42,OPPO,R830
4341,2257159551899998892,M,54,M39+,小米,红米1S
4342,2331692542664605394,M,20,M22-,三星,Galaxy Mega Plus
4343,-2866210185050105154,F,54,F43+,酷派,大神F1
4344,7958450476151559855,M,40,M39+,三星,Galaxy Note 3
4345,3614211854836630616,M,61,M39+,三星,Galaxy Note
4346,1666354678009814510,F,26,F24-26,小米,红米Note2
4347,5262168223914145527,M,31,M29-31,酷派,9190l
4348,6850535394343502905,F,54,F43+,华为,荣耀3C
4349,-2927570508840612571,F,61,F43+,vivo,X3L
4350,2553725098890164847,F,61,F43+,vivo,X3L
4351,6468230654875349254,F,61,F43+,OPPO,R1S
4352,2842034139877414731,M,54,M39+,OPPO,R815T
4353,1143624201654113163,F,61,F43+,三星,Galaxy Win
4354,1907741656020607086,M,61,M39+,OPPO,R819T
4355,4366542098706141778,M,61,M39+,OPPO,N1T
4356,6058681474153529741,F,61,F43+,三星,Galaxy Note
4357,2582642950138082524,M,40,M39+,OPPO,Find 7
4358,8698771889934018824,M,61,M39+,三星,Galaxy Note 2
4359,8240538361931012659,F,61,F43+,小米,MI 2S
4360,4968636797409969796,F,61,F43+,小米,MI 2S
4361,5039319296594962166,F,61,F43+,三星,I8268
4362,-1683518350026613182,M,23,M23-26,华为,Ascend P7
4363,-1913715245077284009,M,49,M39+,vivo,Y11
4364,1318102587505801177,F,61,F43+,魅族,MX3
4365,-5444323219169221914,F,54,F43+,vivo,X1ST
4366,7853826001325031621,M,42,M39+,华为,荣耀3C
4367,2516224431638026662,M,33,M32-38,小米,MI 3
4368,-2936944436488166963,M,42,M39+,三星,Galaxy Note 3
4369,3455938097191757617,F,61,F43+,vivo,X3L
4370,-5813165658999709487,M,50,M39+,小米,MI 3
4371,-4629208296736502366,F,50,F43+,OPPO,Find 5
4372,-3506791350423975733,M,61,M39+,三星,Galaxy Win
4373,599328158392951618,M,61,M39+,三星,Galaxy S4
4374,8413645699515094918,M,61,M39+,三星,Galaxy S4
4375,-7152702193389506916,F,61,F43+,华为,Ascend P7
4376,-5045380818744249235,F,40,F33-42,三星,Galaxy Note 3
4377,2441057100832596664,F,59,F43+,三星,Galaxy Grand
4378,15096778160176857,F,59,F43+,三星,Galaxy Grand
4379,-58818459434431223,F,59,F43+,三星,Galaxy S4
4380,-1956700613516564081,F,38,F33-42,华为,荣耀6 Plus
4381,-6797752913046919193,M,61,M39+,华为,荣耀3C
4382,3657951820834494619,M,61,M39+,金立,GN135
4383,1089646795715013114,F,40,F33-42,优米,3
4384,-1596300518603240787,M,42,M39+,vivo,X3L
4385,7107430337904344789,F,42,F33-42,三星,Galaxy Mega 5.8
4386,6905217421872251810,M,45,M39+,华为,荣耀3X畅玩版
4387,-3379145523795017322,M,45,M39+,小米,MI 2S
4388,-5084935472408702567,M,33,M32-38,小米,MI 4
4389,-495188875815113930,F,62,F43+,华为,G610T
4390,3312892112310576902,M,40,M39+,华为,Y511-U00
4391,8576455006738767469,F,51,F43+,vivo,Y20T
4392,-6994473142673992040,F,40,F33-42,OPPO,R815T
4393,7250452356946639845,M,51,M39+,三星,Galaxy Note 2
4394,3139027921552446179,M,40,M39+,小米,红米
4395,-830844811345044918,M,33,M32-38,三星,Galaxy Ace Plus
4396,8719987029368312797,M,40,M39+,酷派,8730L
4397,1722523486852162014,M,33,M32-38,vivo,Y11
4398,-1886447014384883298,F,31,F29-32,三星,Galaxy Trend 2
4399,-5069274292618417223,M,51,M39+,三星,Galaxy Note 2
4400,8414089971474594612,F,51,F43+,小米,MI 3
4401,8684121584524414259,M,48,M39+,华为,荣耀3C
4402,3664177888900700129,M,48,M39+,华为,荣耀3C
4403,-2817871627956550911,M,48,M39+,华为,荣耀3C
4404,-3925704457258524692,F,46,F43+,华为,荣耀6 Plus
4405,-8453144537416424152,F,46,F43+,华为,荣耀6 Plus
4406,1191711523239140257,F,33,F33-42,三星,Galaxy Win
4407,-1507169983850817161,F,33,F33-42,三星,Galaxy Win
4408,-5932609662360186144,F,33,F33-42,三星,Galaxy Win
4409,-8889465942297402247,F,40,F33-42,三星,B9388
4410,6738638349328007695,M,51,M39+,vivo,Y11IT
4411,4232011538761375721,M,35,M32-38,三星,Galaxy Note 2
4412,6208613270431435787,F,36,F33-42,华为,G6-C00
4413,7550646313128020534,F,36,F33-42,华为,G6-C00
4414,4643264294252465719,M,48,M39+,魅族,MX4
4415,-4803546655317147808,F,42,F33-42,魅族,MX3
4416,130967544930119441,F,46,F43+,华为,Mate 7
4417,-5437518101715281716,M,46,M39+,米歌,M201S
4418,419502013286565287,M,46,M39+,三星,Galaxy Note 2
4419,-459535867696369495,M,46,M39+,三星,Galaxy Note 2
4420,8956719592741347696,F,41,F33-42,华为,荣耀畅玩4
4421,-528791197083321472,F,42,F33-42,三星,Galaxy Mega 5.8
4422,8816203608118666573,F,27,F27-28,华为,C8816
4423,6182279838662605794,F,42,F33-42,三星,Galaxy S5
4424,-5789869439128194841,F,75,F43+,酷派,大神F2
4425,2404556435819663873,M,46,M39+,三星,Galaxy Note 2
4426,1031569192193680716,F,50,F43+,vivo,Y15
4427,1516224048134716920,F,32,F29-32,OPPO,R831S
4428,-7283619393680862636,F,32,F29-32,欧博信,IVO 6655
4429,-5408146084793229112,M,47,M39+,小米,红米note
4430,1960071508124544845,F,42,F33-42,三星,Galaxy Note 2
4431,9070675724532861568,F,42,F33-42,联想,A398t+
4432,-1793906341884239986,M,46,M39+,HTC,One
4433,-5948415033426219367,F,40,F33-42,华为,荣耀畅玩4X
4434,-8398317070825713222,M,42,M39+,三星,Galaxy Note 2
4435,851902947818811389,M,50,M39+,OPPO,R6007
4436,-1652794153431661525,M,50,M39+,OPPO,R6007
4437,1643605127804042883,M,50,M39+,OPPO,R6007
4438,6887022478255219706,M,46,M39+,三星,Galaxy Trend 3
4439,837219135811921611,M,47,M39+,LG,Nexus 4
4440,-7101494857908157145,F,46,F43+,OPPO,U705T
4441,1769917287560134279,M,22,M22-,小米,MI 3
4442,9173984071748490695,M,22,M22-,小米,MI 3
4443,5125965599235270656,M,21,M22-,三星,S7568
4444,8570533614202114054,F,22,F23-,小米,MI 2S
4445,8932936056009326242,F,46,F43+,三星,Galaxy Note 3
4446,2088452367741603376,M,32,M32-38,小米,红米note增强版
4447,433239647859777531,F,47,F43+,vivo,Y3T
4448,565376061321759384,F,47,F43+,小米,红米note
4449,5707831058642453931,M,44,M39+,vivo,Y15
4450,158341003605624477,F,28,F27-28,三星,Galaxy Mega 5.8
4451,-5102908125143458161,F,44,F43+,酷派,8056
4452,-4164847189465897994,F,44,F43+,酷派,8056
4453,5089700446479661173,M,30,M29-31,三星,Galaxy S4
4454,-8426728846416958513,F,32,F29-32,梦米,P6
4455,-2841248234866715181,F,44,F43+,小米,红米note
4456,7837498200911598691,F,61,F43+,OPPO,R827T
4457,8937169435175957173,M,48,M39+,三星,Galaxy Note
4458,-1880922206780317300,M,48,M39+,三星,Galaxy Note
4459,-6362599539391249453,F,30,F29-32,小米,红米1S
4460,5673816280922500703,F,30,F29-32,小米,红米1S
4461,1410027024925418664,F,25,F24-26,OPPO,R831T
4462,-4428671906070539133,M,64,M39+,魅族,MX3
4463,-5094500080236915420,M,64,M39+,魅族,MX3
4464,5802236472576869508,F,32,F29-32,天语,Touch 2
4465,-4350978168453699390,M,25,M23-26,小米,MI 2
4466,689750346348601684,F,37,F33-42,中兴,U807
4467,-4431451414372900339,M,44,M39+,三星,Galaxy Grand Prime
4468,-3386828898461475551,M,48,M39+,小米,MI One Plus
4469,-347075554564668173,M,37,M32-38,三星,Galaxy J5
4470,296621170841665303,F,46,F43+,华为,G610T
4471,-7281794800760415883,F,46,F43+,小米,MI 3
4472,-457843779317948468,M,37,M32-38,小米,MI 4
4473,8784861211103149225,F,48,F43+,华为,G610S
4474,-7484108012419371640,M,48,M39+,华为,荣耀3X畅玩版
4475,8677671642555964026,M,43,M39+,小米,红米
4476,-6435361698485804597,M,46,M39+,索尼,Xperia Z1
4477,-1598319916299578719,F,37,F33-42,三星,Galaxy S3
4478,-5571832782979264684,M,37,M32-38,酷派,9190l
4479,-7413881011820373011,M,71,M39+,小米,MI 2
4480,6184026320034062412,F,37,F33-42,华为,Mate 7
4481,6814469060429181538,M,57,M39+,vivo,X5SL
4482,-7529509775123603947,M,71,M39+,小米,红米
4483,1302815221474912871,M,42,M39+,天语,Touch 2
4484,1522322517948439731,M,37,M32-38,三星,Galaxy Note 3
4485,9060777589222878319,F,65,F43+,朵唯,iSuper S1
4486,927070648029518760,F,46,F43+,魅族,MX4
4487,-8396002390776833763,F,57,F43+,三星,Galaxy S5
4488,4007586483525297623,M,20,M22-,小米,MI 3
4489,7279490656847503644,F,46,F43+,魅族,MX5
4490,584505320605025824,F,46,F43+,魅族,MX5
4491,4037388064171926447,F,57,F43+,vivo,Y17T
4492,1913236371267003162,F,57,F43+,vivo,Y17T
4493,1799470893661327273,F,71,F43+,三星,Galaxy Style DUOS
4494,5766924801059994891,F,38,F33-42,OPPO,R817
4495,1592974483045872264,F,46,F43+,三星,Galaxy S3
4496,-4735037765778524756,F,46,F43+,小米,红米note
4497,6168579499490532617,M,46,M39+,华为,Mate 7
4498,7826184985365268396,F,37,F33-42,华为,Ascend G700T
4499,-4046477206280925090,F,50,F43+,华为,Mate 7
4500,3717561464666308712,F,50,F43+,华为,Mate 7
4501,2472809909013623381,M,37,M32-38,三星,Galaxy Note 3
4502,2439393557034922266,M,71,M39+,三星,Galaxy Note 3
4503,4691656126854598133,M,48,M39+,小米,红米
4504,-970918491372479051,F,50,F43+,三星,Galaxy Note 3
4505,-400948243167446455,F,50,F43+,三星,Galaxy Note 3
4506,-8781524713151456267,F,50,F43+,三星,Galaxy Note 3
4507,-7887126379215227982,F,52,F43+,三星,Galaxy Note 2
4508,5290822173999511475,M,71,M39+,华为,Y511-U00
4509,-7764617143539279261,F,38,F33-42,华为,G606
4510,6400655759793159578,F,71,F43+,酷派,F2
4511,5692168247674829399,F,71,F43+,OPPO,R823T
4512,6429093497831268712,M,71,M39+,小米,红米1S
4513,-4741659813694835228,F,52,F43+,三星,Galaxy Tab 3 7.0
4514,8203338275956741662,M,52,M39+,OPPO,R831S
4515,4322449051171275386,M,52,M39+,三星,Galaxy Grand Neo Plus
4516,6899997023565286602,M,52,M39+,三星,Galaxy Grand Neo Plus
4517,3072637591119100742,F,71,F43+,华为,荣耀6
4518,5649046478568372445,F,71,F43+,华为,荣耀6
4519,7953459809870808458,F,36,F33-42,三星,G3588V
4520,-2310887785079566889,M,52,M39+,三星,Galaxy Note 3
4521,-329100443184406715,M,50,M39+,魅族,MX4
4522,-2166646713496749233,F,64,F43+,三星,Galaxy Note 3
4523,-2631108035853544731,F,46,F43+,三星,I8268
4524,-3014780585852060105,M,22,M22-,三星,Galaxy S6 Edge
4525,-5190373933886900097,M,48,M39+,华为,荣耀3X
4526,-5183672464325953035,M,48,M39+,华为,荣耀6 Plus
4527,-4508194391626045771,M,62,M39+,vivo,Y29L
4528,22261344324729364,M,62,M39+,vivo,Y29L
4529,2558107209646046932,F,43,F43+,三星,Galaxy S5
4530,-4491751319321623937,M,27,M27-28,华为,荣耀6
4531,-3062351651737752441,M,33,M32-38,联想,S880i
4532,2259049757834591018,M,22,M22-,小米,MI 1S
4533,-4318332963184221090,M,58,M39+,联想,S880
4534,-6451928950606535592,M,43,M39+,三星,Galaxy Trend 2
4535,6210510244556395869,M,57,M39+,金立,GN700T
4536,-889364902834295079,F,46,F43+,华为,Ascend G7
4537,-5399254812870473907,F,21,F23-,中兴,U960S
4538,-7782252819534675958,F,29,F29-32,华为,Ascend P8
4539,67374767746444376,F,25,F24-26,OPPO,R1S
4540,5487968851166251891,F,36,F33-42,三星,Galaxy Grand 2
4541,-7784760130594565552,M,36,M32-38,vivo,X3T
4542,2913605226250479689,M,43,M39+,三星,Galaxy Note 3
4543,8586229353779863698,F,52,F43+,索尼,Xperia P
4544,1627287367152598722,M,36,M32-38,魅族,魅蓝NOTE
4545,-2029083318308656360,M,32,M32-38,华为,Ascend P7
4546,-807938348060758434,M,52,M39+,小米,MI 4
4547,4051016452337687902,M,36,M32-38,联想,A889
4548,8198315639163208372,M,43,M39+,酷珀,L7
4549,-5431040138760993474,M,43,M39+,酷珀,L7
4550,622714020828881632,M,43,M39+,华为,荣耀3C
4551,6155026031949982828,M,36,M32-38,HTC,Desire 816
4552,9181835967022361134,F,28,F27-28,三星,Galaxy Trend 2
4553,-176476869569656508,F,28,F27-28,三星,Galaxy Trend 2
4554,-1786023239019141216,F,43,F43+,三星,Galaxy Grand Neo Plus
4555,5400651969835556602,M,36,M32-38,vivo,S9T
4556,-3554396976149688032,M,31,M29-31,优米,UIMI4
4557,-8138100208350559977,F,39,F33-42,三星,Galaxy Note 3
4558,7800923901758572027,M,43,M39+,华为,C8813Q
4559,-362424359260866831,F,36,F33-42,凯利通,T9
4560,-3572218618005021742,M,43,M39+,金立,GN137
4561,-3986657067076098428,F,39,F33-42,OPPO,R827T
4562,-5031482866262118422,M,36,M32-38,魅族,MX3
4563,-5235703267815880949,M,39,M39+,OPPO,A51
4564,-5252493468698573475,F,39,F33-42,小米,红米note
4565,6010553610863386803,F,23,F23-,华为,Y516
4566,-1918972518228977619,M,36,M32-38,vivo,Xplay
4567,983476585141247833,M,36,M32-38,vivo,Xplay
4568,1598694560893331903,M,36,M32-38,HTC,One E8
4569,2980991676305648763,F,32,F29-32,三星,Galaxy Grand Neo Plus
4570,-3886097376887246477,F,18,F23-,朵唯,D350
4571,-4128040226830514289,M,32,M32-38,魅族,MX4
4572,5442739311491207875,F,39,F33-42,三星,Galaxy Note 3
4573,-3536614279320275603,F,28,F27-28,小米,MI 3
4574,4682143346202571713,M,38,M32-38,三星,Galaxy Note 3
4575,-4734126576092389301,M,20,M22-,小米,MI 4
4576,-600298111716699450,F,32,F29-32,三星,Galaxy Mega 5.8
4577,5400858520865590090,M,33,M32-38,魅族,魅蓝2
4578,5851316915965997347,F,40,F33-42,三星,Galaxy Tab 3 8.0
4579,-8032149211325185100,F,35,F33-42,华为,G520-0000
4580,-8000346080867820930,M,33,M32-38,vivo,Xplay3S
4581,-9041114441723359675,M,20,M22-,华为,荣耀3X畅玩版
4582,351781719951570059,M,20,M22-,华为,荣耀3X畅玩版
4583,-7939110235038255569,F,31,F29-32,华为,荣耀7
4584,7963337120588070033,M,32,M32-38,小米,红米note
4585,-8652617425397381932,M,48,M39+,三星,Galaxy Win Pro
4586,-5431173906208108288,M,29,M29-31,小米,红米note
4587,7151257380294177013,F,35,F33-42,华为,G730-T00
4588,-1194946814056784281,M,23,M23-26,乐视,超级手机1 Pro
4589,7231599120146190344,M,21,M22-,HTC,Desire 816
4590,6241441229777819526,M,22,M22-,HTC,Desire 820
4591,2680676483109691720,M,22,M22-,HTC,Desire 820
4592,-8414493380278013374,F,39,F33-42,三星,Galaxy Mega 6.3
4593,-8230045086216907832,M,26,M23-26,小米,红米note
4594,3616472048697466260,M,26,M23-26,小米,红米note
4595,-370754792473900902,M,30,M29-31,小米,MI 2S
4596,5717610341952986237,F,23,F23-,华为,C8815
4597,-2234501777883388559,M,24,M23-26,三星,Galaxy S5
4598,-1280445721333904032,M,28,M27-28,三星,Galaxy S2
4599,-967984986741552942,M,27,M27-28,三星,Galaxy On5
4600,-7445338073907384614,M,35,M32-38,华为,Mate 7
4601,1680091443151650095,M,54,M39+,三星,Galaxy Note 3
4602,-7693734478736764234,M,20,M22-,小米,MI 3
4603,-1259270029419409367,M,44,M39+,小米,红米1S
4604,-4417193401761372318,M,32,M32-38,华为,荣耀3X畅玩版
4605,3998950325388704209,M,32,M32-38,LG,G3
4606,2284164148427044822,F,23,F23-,三星,Galaxy Trend 3
4607,-2222966882120907765,M,44,M39+,华为,荣耀7
4608,7739291035031759260,M,44,M39+,三星,Galaxy Note 3
4609,7358164136071264979,F,27,F27-28,小米,红米
4610,3058894666287595185,F,27,F27-28,华为,荣耀3X畅玩版
4611,-4092310338891786111,F,27,F27-28,小米,红米
4612,-6022003441885476439,F,25,F24-26,小米,MI 3
4613,2057615471942882359,M,23,M23-26,联想,A376
4614,649994868937856079,M,23,M23-26,OPPO,R7 Plus
4615,9089499809858731414,F,22,F23-,酷派,8295M
4616,7471350262151645524,F,22,F23-,酷派,8295M
4617,390138072678822129,M,28,M27-28,华为,荣耀6
4618,-8288643922303423997,M,28,M27-28,华为,荣耀6
4619,6372704361980395208,M,28,M27-28,华为,荣耀6
4620,853618340874068307,M,37,M32-38,三星,Galaxy S5
4621,-1649835021445568723,F,30,F29-32,小米,MI 2S
4622,4916295260903312884,F,30,F29-32,小米,红米2A
4623,-691311220749194808,M,33,M32-38,三星,Galaxy S3
4624,-7707847491347618527,M,44,M39+,vivo,X5V
4625,-1920719076294350666,M,21,M22-,vivo,Y27
4626,-2489605015404043999,M,21,M22-,魅族,PRO5
4627,4574912929802652588,F,46,F43+,三星,Galaxy S6 Edge
4628,-3835819604747260540,M,38,M32-38,OPPO,Find 7
4629,4645382286808104774,M,38,M32-38,OPPO,Find 7
4630,8623176318572320291,M,55,M39+,酷比魔方,U51GT-W
4631,4315138368082890093,M,55,M39+,酷比魔方,U51GT-W
4632,-3504721101316313220,M,42,M39+,小米,红米2A
4633,-6727719242078831633,M,28,M27-28,小米,MI 4
4634,7878798936522303524,M,30,M29-31,小米,MI 2S
4635,3463585398510042720,F,33,F33-42,小米,MI 2S
4636,8858316797154550627,F,44,F43+,三星,Galaxy Note 3
4637,4609620463532697706,M,28,M27-28,小米,MI 2S
4638,-4652011389239590139,M,33,M32-38,小米,MI 2S
4639,-5435743301100699077,M,33,M32-38,小米,MI 2S
4640,6567347599019935816,M,32,M32-38,华为,荣耀畅玩5X
4641,-5250878350879479087,M,24,M23-26,华为,荣耀3C
4642,-1662159297549645233,M,49,M39+,酷派,7296
4643,-7984746097480152654,M,28,M27-28,小米,MI 2A
4644,-1713926259333030168,M,28,M27-28,中国移动,M811
4645,5550637193608415062,F,29,F29-32,华为,荣耀X2
4646,8008260279088660127,F,22,F23-,酷派,5216D
4647,4164529058562977345,M,34,M32-38,小米,小米4C
4648,-8650155470367212157,M,53,M39+,华为,Mate 7
4649,-2912412061117379606,M,21,M22-,三星,Galaxy S3
4650,-1025590636524614616,M,23,M23-26,魅族,魅蓝Note 2
4651,8566199221796043963,F,29,F29-32,联想,A820t
4652,4227619956562401447,F,29,F29-32,联想,A820t
4653,7866947605228202260,F,40,F33-42,联想,S960
4654,2237349758691628539,F,59,F43+,小米,MI 3
4655,3803616296691721857,F,52,F43+,联想,A750
4656,-3086227172507031975,M,53,M39+,HTC,One
4657,3529092404222259873,M,28,M27-28,三星,Galaxy Note 3
4658,1651362065648457129,M,28,M27-28,三星,Galaxy Note 3
4659,-891263022040339569,F,33,F33-42,魅族,MX4
